CAT,CAT NAME (PT),F/R,L/R,U/L,I/O,MODEL,MDL NO,CROSS,CAR,MODEL,ANO DE I.,ANO FI.,TRSS,FRAME,ENGINE,SIZE,REMARK,PART NO.,Image Link,Count,File id
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,2L,,2.4,FAR727,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,1RZ,,2,FAR933,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,2RZ,,2.4,FAR933,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,3RZFE,,2.7,FAR933,,,
FAR,FILTRO DE AR,,,,,PRA96,,,TOYOTA,PRADO,1996,2002,,KZJ90,5VZ,,3.4,FAR933,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,2L,,2.4,FAR934,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,3L,,2.8,FAR934,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,5L,,3,FAR934,,,
FAR,FILTRO DE AR,,,,,HIL97,,,TOYOTA,HILUX,1997,2004,,LN106,2KD,,2.5,FAR934,,,
FAR,FILTRO DE AR,,,,,AXI12,,,TOYOTA,AXIO,2012,2018,,NRE160,2NR,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,FUN99,,,TOYOTA,FUNCARGO,1999,2005,,NCP20,2NZFE,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,FUN99,,,TOYOTA,FUNCARGO,1999,2005,,NCP20,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,IST02,,,TOYOTA,IST,2002,2007,,NCP60,2NZFE,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,IST02,,,TOYOTA,IST,2002,2007,,NCP60,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,PAS04,,,TOYOTA,PASSO,2004,2010,,KGC10,1NR,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,PLAT99,,,TOYOTA,PLATZ,1999,2005,,SCP11,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,PLAT99,,,TOYOTA,PLATZ,1999,2005,,SCP11,2NZFE,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,PORT04,,,TOYOTA,PORTE,2004,2012,,NNP10,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,PORT04,,,TOYOTA,PORTE,2004,2012,,NNP10,2NZFE,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,RAC12,,,TOYOTA,RAC12,2012,2019,,,1NR,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,RAU97,,,TOYOTA,RAUM,1997,2003,,EXZ10,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,SIE03,,,TOYOTA,SIENTA,2003,2015,,NCP81G,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,VIT99,,,TOYOTA,VITZ,1999,2005,,SCP10,2SZFE,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,VIT99,,,TOYOTA,VITZ,1999,2005,,SCP10,2NZFE,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,VIT99,,,TOYOTA,VITZ,1999,2005,,SCP10,1NZ,,,FAR1519,,,
FAR,FILTRO DE AR,,,,,05-Mar,,,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,4GR,,,FAR1482,,,
FAR,FILTRO DE AR,,,,,05-Mar,,,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,3GR,,,FAR1482,,,
FAR,FILTRO DE AR,,,,,IS250,,,LEXUS,IS250,2005,2013,,,4GR,,,FAR1482,,,
FAR,FILTRO DE AR,,,,,CRO08,,,TOYOTA,CROWN ,2008,2012,,GRS202,2GR,,,FAR1482,,,
FAR,FILTRO DE AR,,,,,ALTE98,,,TOYOTA,ALTEZZA,1998,2005,,GXE10,1GE,,,FAR1372,,,
FAR,FILTRO DE AR,,,,,CHAI96,,,TOYOTA,CHAISER ,1996,2001,,JZX100,1GE,,,FAR1372,,,
FAR,FILTRO DE AR,,,,,MARKII99,,,TOYOTA,MARK II,1999,2004,,GX110,1GE,,,FAR1372,,,
FAR,FILTRO DE AR,,,,,MARKII99,,,TOYOTA,MARK II,1999,2004,,GX110,1JZ,,,FAR1372,,,
FAR,FILTRO DE AR,,,,,RAV01,,,TOYOTA,RAV4,2001,2005,,,1ZZ,,,FAR1372,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,3RZFE,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,2TRFE,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,1KD,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,1KZ,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,5L,,3,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA12,,,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,1GRFE,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,LAN08,,,TOYOTA,LAND CRUISER,2008,2021,,URJ200,1UR,,,FAR1438,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,3RZFE,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,2TRFE,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,1KD,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,1KZ,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA02,,,TOYOTA,PRADO,2002,2009,,KZJ95,5L,,3,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA12,,,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,1GRFE,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,2C,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,3C,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,7K,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,7K,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,3SFE,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,2C,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,3C,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,7K,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,3SFE,,,FAR1463,,,
FAR,FILTRO DE AR,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,2KD,,,FAR1367,,,
FAR,FILTRO DE AR,,,,,HIA84,,,TOYOTA,HIACE ,1984,1989,,LH51,1KZ,,,FAR1367,,,
FAR,FILTRO DE AR,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,2TRFE,,,FAR1525,,,
FAR,FILTRO DE AR,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,1KD,,,FAR1525,,,
FAR,FILTRO DE AR,,,,,SUR95,,,TOYOTA,SURF,1995,2000,,KZN130,1KZ,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,SUR95,,,TOYOTA,SURF,1995,2000,,KZN130,1KD,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA96,,,TOYOTA,PRADO,1996,2002,,KZJ90,1KZ,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA96,,,TOYOTA,PRADO,1996,2002,,KZJ90,3L,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,PRA96,,,TOYOTA,PRADO,1996,2002,,KZJ90,1KD,,,FAR1044,,,
FAR,FILTRO DE AR,,,,,QUA14,,,TOYOTA,QUA14,,,,,2KD,,,FAR1659,,,
FAR,FILTRO DE AR,,,,,QUA14,,,TOYOTA,QUA14,,,,,1GD,,,FAR1659,,,
FAR,FILTRO DE AR,,,,,HIA19,,,TOYOTA,HIA19,2019,ON,,,2KD,,,FAR1659,,,
FAR,FILTRO DE AR,,,,,HIA19,,,TOYOTA,HIA19,2019,ON,,,1GD,,,FAR1659,,,
FAR,FILTRO DE AR,,,,,ALL07,,,TOYOTA,ALLION,2007,2021,,ZRT260,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,ALL07,,,TOYOTA,ALLION,2007,2021,,ZRT260,2ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,ALL07,,,TOYOTA,ALLION,2007,2021,,ZRT260,3ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,1NR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,4ZZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,1ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AUR06,,,TOYOTA,AURIS,2006,2011,,ZRE152,2ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AVE08,,,TOYOTA,AVENSIS,2008,2018,,ZRT271,1ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AVE08,,,TOYOTA,AVENSIS,2008,2018,,ZRT271,2ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AVE08,,,TOYOTA,AVENSIS,2008,2018,,ZRT271,3ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,BEL05,,,TOYOTA,BELTA,2005,2016,,SCP92,2NZFE,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,1NR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,4ZZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,2NZFE,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,1ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AXI06,,,TOYOTA,AXIO,2006,2011,,NZE141,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AXI06,,,TOYOTA,AXIO,2006,2011,,NZE141,2ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AXI12,,,TOYOTA,AXIO,2012,2018,,NRE160,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,AXI12,,,TOYOTA,AXIO,2012,2018,,NRE160,2ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,IST07,,,TOYOTA,IST,2007,2016,,ZSP110,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,IST07,,,TOYOTA,IST,2007,2016,,ZSP110,2ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,RAC05,,,TOYOTA,RACTIS,2005,2010,,NCP100,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,RAV19,,,TOYOTA,RAV4,2019,2024,,AXAH52,3ZR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,SIE16,,,TOYOTA,SIE16,,,,NSP170,2NR,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,SIE16,,,TOYOTA,SIE16,,,,NSP170,1NZ,,,FAR1350,,,
FAR,FILTRO DE AR,,,,,ALP02,,,TOYOTA,ALPHARD,2002,2008,,ANH10,2AZ,,,FAR1121,,,
FAR,FILTRO DE AR,,,,,RAV01,,,TOYOTA,RAV4,2001,2005,,,1AZ,,,FAR1121,,,
FAR,FILTRO DE AR,,,,,RAV03,,,TOYOTA,RAV4,2003,2005,,ACA21,2AZ,,,FAR1121,,,
FAR,FILTRO DE AR,,,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,2AZ,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,2GR,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,CAM06,,,TOYOTA,CAMRY,2006,2011,,ACV40,2GR,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,2AZ,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,1AZ,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,2AZ,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,2GR,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,VANGUARD,,,TOYOTA,VANGUARD,2006,2014,,,1AZ,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,VANGUARD,,,TOYOTA,VANGUARD,2006,2014,,,2AZ,,,FAR1445,,,
FAR,FILTRO DE AR,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,2TRFE,,,FAR881,,,
FAR,FILTRO DE AR,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,1RZ,,,FAR881,,,
FAR,FILTRO DE AR,,,,,QUA04,,,TOYOTA,QUANTUM,2004,2020,,KDH200,2RZ,,,FAR881,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,2AD,,,FAR1404,,,
FAR,FILTRO DE AR,,,,,RAV19,,,TOYOTA,RAV4,2019,2024,,AXAH52,2AD,,,FAR1404,,,
FAR,FILTRO DE AR,,,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,2AZ,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,ALP08,,,TOYOTA,ALPHARD,2008,2015,,ANH20,2GR,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,CAM06,,,TOYOTA,CAMRY,2006,2011,,ACV40,2GR,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,COR08,,,TOYOTA,COROLLA,2008,2013,,ZRE142,2AZ,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,1AZ,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,2AZ,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,RAV06,,,TOYOTA,RAV4,2006,2012,,ACA33,2GR,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,VANGUARD,,,TOYOTA,VANGUARD,2006,2014,,,1AZ,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,VANGUARD,,,TOYOTA,VANGUARD,2006,2014,,,2AZ,,,FAR1442,,,
FAR,FILTRO DE AR,,,,,CAM91,,,TOYOTA,CAMRY,1991,1996,,SV30,4SFE,,,FAR827,,,
FAR,FILTRO DE AR,,,,,CAM91,,,TOYOTA,CAMRY,1991,1996,,SV30,3SFE,,,FAR827,,,
FAR,FILTRO DE AR,,,,,IPSU01,,,TOYOTA,IPSUM,2001,2009,,,3SFE,,,FAR827,,,
FAR,FILTRO DE AR,,,,,RAV94,,,TOYOTA,RAV4,1994,2000,,SXA10,3SFE,,,FAR827,,,
FAR,FILTRO DE AR,,,,,REV16,,,TOYOTA,HILUX ,2016,2024,,GUN125,1TR,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,REV16,,,TOYOTA,HILUX ,2016,2024,,GUN125,2GD,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,REV16,,,TOYOTA,HILUX ,2016,2024,,GUN125,2KD,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,REV16,,,TOYOTA,HILUX ,2016,2024,,GUN125,2TRFE,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,REV16,,,TOYOTA,HILUX ,2016,2024,,GUN125,1GD,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,REV16,,,TOYOTA,HILUX ,2016,2024,,GUN125,1GRFE,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,FOR16,,,TOYOTA,FOR16,2016,ON,,,1TR,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,FOR16,,,TOYOTA,FOR16,2016,ON,,,2GD,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,FOR16,,,TOYOTA,FOR16,2016,ON,,,2KD,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,FOR16,,,TOYOTA,FOR16,2016,ON,,,2TRFE,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,FOR16,,,TOYOTA,FOR16,2016,ON,,,1GD,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,FOR16,,,TOYOTA,FOR16,2016,ON,,,1GRFE,,,FAR1767,,,
FAR,FILTRO DE AR,,,,,RX300,,,LEXUS,RX300,2011,2015,,,1MZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,ALL01,,,TOYOTA,ALLION,2001,2007,,NZT240,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,ALL01,,,TOYOTA,ALLION,2001,2007,,NZT240,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,ALL01,,,TOYOTA,ALLION,2001,2007,,NZT240,1AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,AVE03,,,TOYOTA,AVENSIS,2003,2008,,AZT250,3ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,AVE03,,,TOYOTA,AVENSIS,2003,2008,,AZT250,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,AVE03,,,TOYOTA,AVENSIS,2003,2008,,AZT250,1AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,AVE03,,,TOYOTA,AVENSIS,2003,2008,,AZT250,2AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,COR02,,,TOYOTA,COROLLA,2002,2006,,,2NZFE,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,COR02,,,TOYOTA,COROLLA,2002,2006,,,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,COR02,,,TOYOTA,COROLLA,2002,2006,,,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,COR02,,,TOYOTA,COROLLA,2002,2006,,,3ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,COR02,,,TOYOTA,COROLLA,2002,2006,,,4ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,FIL06,,,TOYOTA,FILDER,2006,2012,,NZE121,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,FIL06,,,TOYOTA,FILDER,2006,2012,,NZE121,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,FIL06,,,TOYOTA,FILDER,2006,2012,,NZE121,2ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,2ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,SPA02,,,TOYOTA,SPACIO,2002,2006,,,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,SPA02,,,TOYOTA,SPACIO,2002,2006,,,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,IPSU01,,,TOYOTA,IPSUM,2001,2009,,,2AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,NOA04,,,TOYOTA,NOAH ,2004,2007,,AZR60,1AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,VOX04,,,TOYOTA,VOXY ,2004,2007,,AZR60G,1AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,WIS03,,,TOYOTA,WISH,2003,,,,1AZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,WIS03,,,TOYOTA,WISH,2003,,,,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,ALE01,,,TOYOTA,ALEX,2001,2006,,,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,ALE01,,,TOYOTA,ALEX,2001,2006,,,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,ALE01,,,TOYOTA,ALEX,2001,2006,,,2ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,PRE01,,,TOYOTA,PREMIO,2001,2006,,,1NZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,PRE01,,,TOYOTA,PREMIO,2001,2006,,,1ZZ,,,FAR1098,,,
FAR,FILTRO DE AR,,,,,SIR99,,,DAIHATSU,SIRION,1999,2004,,"M100G (1.0L EJ-DE), M110G (1.3L K3-VE)",3SZVE,,,FAR1408,,,
FAR,FILTRO DE AR,,,,,TER06,,,DAIHATSU,TERIOS,2006,2013,,J200G,3SZVE,,,FAR1408,,,
FAR,FILTRO DE AR,,,,,RUS08,,,TOYOTA,RUSH,2008,2017,,J200E,3SZVE,,,FAR1408,,,
FAR,FILTRO DE AR,,,,,SIR04,,,DAIHATSU,SIRION,2004,2013,,M110G,K3VE,,,FAR1551,,,
FAR,FILTRO DE AR,,,,,PAS04,,,TOYOTA,PASSO,2004,2010,,KGC10,K3VE,,,FAR1551,,,
FAR,FILTRO DE AR,,,,,PAS04,,,TOYOTA,PASSO,2004,2010,,KGC10,3SZVE,,,FAR1551,,,
FAR,FILTRO DE AR,,,,,SIR99,,,DAIHATSU,SIRION,1999,2004,,"M100G (1.0L EJ-DE), M110G (1.3L K3-VE)",EJVE,,,FAR1114,,,
FAR,FILTRO DE AR,,,,,SIR99,,,DAIHATSU,SIRION,1999,2004,,"M100G (1.0L EJ-DE), M110G (1.3L K3-VE)",EJDE,,,FAR1114,,,
FAR,FILTRO DE AR,,,,,SIR99,,,DAIHATSU,SIRION,1999,2004,,"M100G (1.0L EJ-DE), M110G (1.3L K3-VE)",K3VE,,,FAR1114,,,
FAR,FILTRO DE AR,,,,,RAU97,,,TOYOTA,RAUM,1997,2003,,EXZ10,5E,,,FAR1114,,,
FAR,FILTRO DE AR,,,,,STA95,,,TOYOTA,STARLET ,1995,1999,,EP82,4EFE,,,FAR1114,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,1Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,1C,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,2Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,2C,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,2L,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,4Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,1RZ,,,FAR890,,,
FAR,FILTRO DE AR,,,,,NOA98,,,TOYOTA,NOAH ,1998,2001,,SR40,2RZ,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,1Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,1C,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,2Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,2C,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,2L,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,4Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,1RZ,,,FAR890,,,
FAR,FILTRO DE AR,,,,,LIT96,,,TOYOTA,LITEACE ,1996,2007,,YR21,2RZ,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,1Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,1C,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,2Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,2C,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,2L,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,4Y,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,1RZ,,,FAR890,,,
FAR,FILTRO DE AR,,,,,TOW98,,,TOYOTA,TOWNACE,1998,2007,,CR42,2RZ,,,FAR890,,,
FAR,FILTRO DE AR,,,,,SUR95,,,TOYOTA,SURF,1995,2000,,KZN130,1KZ,,,FAR1000,,,
FAR,FILTRO DE AR,,,,,HIL95,,,TOYOTA,HILUX,1995,1997,,LN106,1KZ,,,FAR1000,,,
FAR,FILTRO DE AR,,,,,HIL95,,,TOYOTA,HILUX,1995,1997,,LN106,5L,,3,FAR1000,,,
FAR,FILTRO DE AR,,,,,EVE06,,,FORD,EVEREST,2006,2015,,,WEAT,,,FAR1136R,,,
FAR,FILTRO DE AR,,,,,RAN07,,,FORD,RANGER ,2007,2012,,,WEAT,,,FAR1136R,,,
FAR,FILTRO DE AR,,,,,BT5007,,,MAZDA,BT50,2007,2011,,ALUA07,WEAT,,,FAR1136R,,,
FAR,FILTRO DE AR,,,,,FOR05,,,TOYOTA,FORTUNER,2005,2015,,TGN51,2KD,,,FAR1136R,,,
FAR,FILTRO DE AR,,,,,FOR05,,,TOYOTA,FORTUNER,2005,2015,,TGN51,1KD,,,FAR1136R,,,
FAR,FILTRO DE AR,,,,,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,1TR,,,FAR1136R,,,
